Date,Open,High,Low,Close,Adj Close,Volume
2016-10-10,777.710022,792.280029,773.000000,778.530029,778.530029,5702600
2016-10-17,779.799988,804.599976,777.500000,799.369995,799.369995,7940400
2016-10-24,804.900024,816.679993,791.500000,795.369995,795.369995,11940700
2016-10-31,795.469971,796.859985,750.560974,762.020020,762.020020,10784100
2016-11-07,774.500000,795.632996,750.380005,754.020020,754.020020,12736100
2016-11-14,755.599976,775.000000,727.539978,760.539978,760.539978,10362100
2016-11-21,762.609985,776.960022,755.250000,761.679993,761.679993,4989500
2016-11-28,760.000000,779.530029,737.025024,750.500000,750.500000,10668100
2016-12-05,757.710022,789.429993,752.900024,789.289978,789.289978,8155900
2016-12-12,785.039978,804.380005,784.354980,790.799988,790.799988,10023800
2016-12-19,790.219971,798.650024,786.270020,789.909973,789.909973,4990000
2016-12-26,790.679993,797.859985,770.409973,771.820007,771.820007,4457200
2017-01-02,778.809998,807.900024,775.799988,806.150024,806.150024,5705700
2017-01-09,806.400024,811.223999,799.169983,807.880005,807.880005,5969600
2017-01-16,807.080017,809.479980,800.369995,805.020020,805.020020,5245800
2017-01-23,807.250000,841.950012,803.739990,823.309998,823.309998,10871800
2017-01-30,814.659973,815.840027,790.520020,801.489990,801.489990,10432400
2017-02-06,799.700012,815.250000,795.250000,813.669983,813.669983,5705700
2017-02-13,816.000000,828.070007,815.489990,828.070007,828.070007,6480200
2017-02-20,828.659973,833.450012,822.880005,828.640015,828.640015,5110200
2017-02-27,824.549988,836.255005,820.200012,829.080017,829.080017,6697700
2017-03-06,826.950012,844.909973,822.400024,843.250000,843.250000,6101900
2017-03-13,844.000000,853.400024,840.770020,852.119995,852.119995,6074900
2017-03-20,850.010010,853.500000,808.890015,814.429993,814.429993,10564600
2017-03-27,806.950012,833.679993,803.369995,829.559998,829.559998,7758300
2017-04-03,829.219971,842.450012,820.513000,824.669983,824.669983,6583900
2017-04-10,825.390015,829.349976,817.020020,823.559998,823.559998,4081500
2017-04-17,825.010010,845.200012,824.469971,843.190002,843.190002,4968500
2017-04-24,851.200012,916.849976,849.859985,905.960022,905.960022,9584800
2017-05-01,901.940002,935.929993,901.450012,927.130005,927.130005,8536100
2017-05-08,926.119995,937.500000,923.030029,932.219971,932.219971,5971100
2017-05-15,932.950012,943.109985,918.140015,934.010010,934.010010,7429600
2017-05-22,935.000000,974.979980,935.000000,971.469971,971.469971,6328500
2017-05-29,970.309998,979.270020,960.010010,975.599976,975.599976,7076300
2017-06-05,976.549988,988.250000,935.630005,949.830017,949.830017,9311900
2017-06-12,939.559998,961.150024,915.232971,939.780029,939.780029,12494300
2017-06-19,949.960022,966.000000,949.049988,965.590027,965.590027,6330800
2017-06-26,969.900024,973.309998,908.309998,908.729980,908.729980,12289100
2017-07-03,912.179993,921.539978,894.789978,918.590027,918.590027,6586000
2017-07-10,921.770020,956.909973,919.590027,955.989990,955.989990,6186600
2017-07-17,957.000000,975.900024,949.241028,972.919983,972.919983,6879500
2017-07-24,972.219971,986.200012,920.000000,941.530029,941.530029,15057000
2017-07-31,941.890015,943.590027,916.679993,927.960022,927.960022,7357000
2017-08-07,929.059998,935.814026,905.580017,914.390015,914.390015,6316700
2017-08-14,922.530029,932.700012,907.153992,910.669983,910.669983,5574500
2017-08-21,910.000000,930.840027,903.400024,915.890015,915.890015,5524000
2017-08-28,916.000000,942.479980,905.000000,937.340027,937.340027,6103300
2017-09-04,933.080017,937.000000,919.270020,926.500000,926.500000,5078300
2017-09-11,934.250000,938.380005,916.359985,920.289978,920.289978,7407000
2017-09-18,920.010010,936.530029,910.599976,928.530029,928.530029,6256700
2017-09-25,925.450012,959.786011,909.700012,959.109985,959.109985,8364400
2017-10-02,959.979980,979.460022,947.840027,978.890015,978.890015,5511800
2017-10-09,980.000000,997.210022,966.080017,989.679993,989.679993,5985300
2017-10-16,992.099976,996.719971,978.390015,988.200012,988.200012,5755100
2017-10-23,989.520020,1048.390015,960.520020,1019.270020,1019.270020,11111700
2017-10-30,1014.000000,1032.650024,1007.500000,1032.479980,1032.479980,6914600
2017-11-06,1028.989990,1043.521973,1019.666016,1028.069946,1028.069946,5291400
2017-11-13,1023.419983,1035.920044,1014.150024,1019.090027,1019.090027,5225800
2017-11-20,1020.260010,1043.177979,1017.500000,1040.609985,1040.609985,3333800
2017-11-27,1040.000000,1062.375000,1002.020020,1010.169983,1010.169983,8825300
2017-12-04,1012.659973,1042.050049,988.280029,1037.050049,1037.050049,7994700
2017-12-11,1035.500000,1067.619995,1032.050049,1064.189941,1064.189941,8589600
2017-12-18,1066.079956,1078.489990,1059.439941,1060.119995,1060.119995,5912700
2017-12-25,1058.069946,1060.119995,1044.770020,1046.400024,1046.400024,3757100
2018-01-01,1048.339966,1104.250000,1045.229980,1102.229980,1102.229980,4951500
2018-01-08,1102.229980,1124.290039,1096.109985,1122.260010,1122.260010,5691700
2018-01-15,1132.510010,1139.910034,1117.010010,1137.510010,1137.510010,5754300
2018-01-22,1137.489990,1179.859985,1135.109985,1175.839966,1175.839966,7867000
2018-01-29,1176.479980,1186.890015,1107.277954,1111.900024,1111.900024,11743900
2018-02-05,1090.599976,1110.000000,992.559998,1037.780029,1037.780029,15980500
2018-02-12,1048.000000,1104.670044,1040.927979,1094.800049,1094.800049,8401500
2018-02-19,1090.569946,1133.969971,1088.520020,1126.790039,1126.790039,5514200
2018-02-26,1127.800049,1144.040039,1048.114990,1078.920044,1078.920044,10003300
2018-03-05,1075.140015,1160.800049,1069.000000,1160.040039,1160.040039,7510600
2018-03-12,1163.849976,1177.050049,1131.959961,1135.729980,1135.729980,9858300
2018-03-19,1120.010010,1121.989990,1021.219971,1021.570007,1021.570007,11340400
2018-03-26,1046.000000,1064.838989,980.640015,1031.790039,1031.790039,11856500
2018-04-02,1022.820007,1042.790039,990.369995,1007.039978,1007.039978,10549600
2018-04-09,1016.799988,1046.420044,1011.340027,1029.270020,1029.270020,7790000
2018-04-16,1037.000000,1094.165039,1026.739990,1072.959961,1072.959961,8513000
2018-04-23,1077.859985,1082.719971,1010.590027,1030.050049,1030.050049,13192000
2018-04-30,1030.010010,1048.510010,1006.289978,1048.209961,1048.209961,8456100
2018-05-07,1049.229980,1101.329956,1047.099976,1098.260010,1098.260010,7413300
2018-05-14,1100.000000,1110.750000,1060.680054,1066.359985,1066.359985,6719300
2018-05-21,1074.060059,1088.000000,1061.709961,1075.660034,1075.660034,4840100
2018-05-28,1064.890015,1120.000000,1055.219971,1119.500000,1119.500000,8513500
2018-06-04,1122.329956,1145.738037,1112.150024,1120.869995,1120.869995,8076600
2018-06-11,1118.599976,1155.469971,1118.599976,1152.260010,1152.260010,6963600
2018-06-18,1143.650024,1186.286011,1143.589966,1155.479980,1155.479980,7232300
2018-06-25,1143.599976,1143.910034,1096.010010,1115.650024,1115.650024,7401900
2018-07-02,1099.000000,1140.930054,1093.800049,1140.170044,1140.170044,3959100
2018-07-09,1148.479980,1195.416992,1141.000000,1188.819946,1188.819946,5301200
2018-07-16,1189.390015,1204.500000,1170.599976,1184.910034,1184.910034,6583800
2018-07-23,1181.010010,1273.890015,1181.000000,1238.500000,1238.500000,12601400
2018-07-30,1228.010010,1234.916016,1204.790039,1223.709961,1223.709961,7682700
2018-08-06,1225.000000,1256.500000,1215.796997,1237.609985,1237.609985,5903300
2018-08-13,1236.979980,1249.272949,1188.239990,1200.959961,1200.959961,6907000
2018-08-20,1205.020020,1221.650024,1194.625977,1220.650024,1220.650024,4903000
2018-08-27,1227.599976,1253.635010,1211.285034,1218.189941,1218.189941,6907000
2018-09-03,1204.270020,1212.989990,1152.000000,1164.829956,1164.829956,7182100
2018-09-10,1172.189941,1180.425049,1156.239990,1172.530029,1172.530029,5995400
2018-09-17,1170.140015,1192.209961,1154.030029,1166.089966,1166.089966,9332500
2018-09-24,1157.170044,1202.099976,1146.910034,1193.469971,1193.469971,6352400
2018-10-01,1199.890015,1209.959961,1145.119995,1157.349976,1157.349976,7695500
2018-10-08,1150.109985,1168.000000,1068.270020,1110.079956,1110.079956,10967100
2018-10-15,1108.910034,1128.989990,1077.089966,1096.459961,1096.459961,8130200
2018-10-22,1103.060059,1112.229980,1034.089966,1071.469971,1071.469971,12078700
2018-10-29,1082.469971,1097.040039,995.830017,1057.790039,1057.790039,12944200
2018-11-05,1055.000000,1095.459961,1021.239990,1066.150024,1066.150024,8564500
2018-11-12,1061.390015,1071.849976,1031.000000,1061.489990,1061.489990,8045600
2018-11-19,1057.199951,1060.790039,996.020020,1023.880005,1023.880005,6533500
2018-11-26,1038.349976,1095.569946,1033.910034,1094.430054,1094.430054,10270500
2018-12-03,1123.140015,1124.650024,1028.500000,1036.579956,1036.579956,9206800
2018-12-10,1035.050049,1081.650024,1023.289978,1042.099976,1042.099976,7742600
2018-12-17,1037.510010,1062.000000,973.690002,979.539978,979.539978,14326700
2018-12-24,973.900024,1055.560059,970.109985,1037.079956,1037.079956,7488200
2018-12-31,1050.959961,1070.839966,1014.070007,1070.709961,1070.709961,6960900
2019-01-07,1071.500000,1084.560059,1048.479980,1057.189941,1057.189941,7923300
2019-01-14,1046.920044,1108.352051,1041.255005,1098.260010,1098.260010,7138000
2019-01-21,1088.000000,1094.000000,1059.750000,1090.989990,1090.989990,5060900
2019-01-28,1080.109985,1125.000000,1055.864990,1110.750000,1110.750000,6586400
2019-02-04,1112.660034,1147.000000,1086.000000,1095.060059,1095.060059,11354900
2019-02-11,1096.949951,1134.729980,1092.859985,1113.650024,1113.650024,6121500
2019-02-18,1110.000000,1123.410034,1092.520020,1110.369995,1110.369995,4598800
2019-02-25,1116.000000,1142.969971,1099.920044,1140.989990,1140.989990,6845600
2019-03-04,1146.989990,1169.609985,1123.300049,1142.319946,1142.319946,6367500
2019-03-11,1144.449951,1200.930054,1144.449951,1184.459961,1184.459961,8802800
2019-03-18,1183.300049,1231.790039,1177.421021,1205.500000,1205.500000,7958900
2019-03-25,1196.930054,1206.397949,1159.369995,1173.310059,1173.310059,7029800
2019-04-01,1184.099976,1216.300049,1182.000000,1207.150024,1207.150024,4951900
2019-04-08,1207.890015,1218.349976,1193.079956,1217.869995,1217.869995,4104800
2019-04-15,1218.000000,1242.000000,1209.109985,1236.369995,1236.369995,4597400
2019-04-22,1235.989990,1273.069946,1228.310059,1272.180054,1272.180054,5494700
2019-04-29,1274.000000,1289.270020,1155.001953,1185.400024,1185.400024,15271100
2019-05-06,1166.260010,1190.849976,1142.500000,1164.270020,1164.270020,6924800
2019-05-13,1141.959961,1188.160034,1116.666016,1162.300049,1162.300049,8726500
2019-05-20,1144.500000,1158.520020,1129.223999,1133.469971,1133.469971,5738500
2019-05-27,1134.000000,1151.587036,1100.180054,1103.630005,1103.630005,5362900
2019-06-03,1065.500000,1070.920044,1025.000000,1066.040039,1066.040039,13638100
2019-06-10,1072.979980,1101.989990,1067.540039,1085.349976,1085.349976,6131100
2019-06-17,1086.280029,1124.109985,1086.280029,1121.880005,1121.880005,6876700
2019-06-24,1119.609985,1122.000000,1072.239990,1080.910034,1080.910034,7450900
2019-07-01,1098.000000,1132.880005,1093.703003,1131.589966,1131.589966,4459200
2019-07-08,1125.170044,1153.069946,1107.170044,1144.900024,1144.900024,5835800
2019-07-15,1146.859985,1158.579956,1129.619995,1130.099976,1130.099976,6250500
2019-07-22,1133.449951,1265.550049,1120.920044,1250.410034,1250.410034,11000600
2019-07-29,1241.050049,1247.369995,1188.939941,1193.989990,1193.989990,8746100
2019-08-05,1170.040039,1205.010010,1140.140015,1188.010010,1188.010010,8284900
2019-08-12,1179.209961,1204.780029,1160.540039,1177.599976,1177.599976,6408100
2019-08-19,1190.089966,1206.989990,1147.750000,1151.290039,1151.290039,5522300
2019-08-26,1157.260010,1198.500000,1152.959961,1188.099976,1188.099976,5323500
2019-09-02,1177.030029,1213.040039,1163.199951,1204.930054,1204.930054,5029000
2019-09-09,1204.000000,1241.859985,1192.619995,1239.560059,1239.560059,7066300
2019-09-16,1229.520020,1244.439941,1216.530029,1229.930054,1229.930054,6409500
2019-09-23,1226.000000,1248.300049,1210.089966,1225.089966,1225.089966,6990500
2019-09-30,1220.969971,1231.229980,1162.430054,1209.000000,1209.000000,7076300
2019-10-07,1204.400024,1228.390015,1189.010010,1215.449951,1215.449951,4869200
2019-10-14,1212.339966,1263.324951,1211.760010,1245.489990,1245.489990,5649000
2019-10-21,1252.260010,1269.599976,1240.599976,1265.130005,1265.130005,5203700
2019-10-28,1275.449951,1299.310059,1250.843018,1273.739990,1273.739990,9034300
2019-11-04,1276.449951,1323.739990,1276.354980,1311.369995,1311.369995,7218100
2019-11-11,1303.180054,1334.880005,1293.510010,1334.869995,1334.869995,5900600
2019-11-18,1332.219971,1335.529053,1291.150024,1295.339966,1295.339966,6446400
2019-11-25,1299.180054,1318.359985,1298.130005,1304.959961,1304.959961,3688500
2019-12-02,1301.000000,1344.000000,1279.000000,1340.619995,1340.619995,6719700
2019-12-09,1338.040039,1359.449951,1336.040039,1347.829956,1347.829956,6129400
2019-12-16,1356.500000,1365.000000,1348.984985,1349.589966,1349.589966,9558800
2019-12-23,1355.869995,1364.530029,1342.780029,1351.890015,1351.890015,2936500
2019-12-30,1350.000000,1372.500000,1329.084961,1360.660034,1360.660034,4605700
2020-01-06,1350.000000,1434.928955,1350.000000,1429.729980,1429.729980,8084600
2020-01-13,1436.130005,1481.295044,1426.020020,1480.390015,1480.390015,8063800
2020-01-20,1479.119995,1503.213989,1465.250000,1466.709961,1466.709961,6783300
2020-01-27,1431.000000,1470.130005,1421.199951,1434.229980,1434.229980,8166900
2020-02-03,1462.000000,1490.000000,1426.300049,1479.229980,1479.229980,11807700
2020-02-10,1474.319946,1529.630005,1474.319946,1520.739990,1520.739990,6059400
2020-02-17,1515.000000,1532.105957,1480.439941,1485.109985,1485.109985,4898300
2020-02-24,1426.109985,1438.140015,1271.000000,1339.329956,1339.329956,14315200
2020-03-02,1351.609985,1410.150024,1261.050049,1298.410034,1298.410034,11969000
2020-03-09,1205.300049,1281.150024,1113.300049,1219.729980,1219.729980,16512100
2020-03-16,1096.000000,1157.969971,1037.280029,1072.319946,1072.319946,19600200
2020-03-23,1061.319946,1169.969971,1013.536011,1110.709961,1110.709961,18250300
2020-03-30,1125.040039,1175.310059,1079.810059,1097.880005,1097.880005,11683000
2020-04-06,1138.000000,1225.569946,1130.939941,1211.449951,1211.449951,9202500
2020-04-13,1209.180054,1294.430054,1187.598022,1283.250000,1283.250000,10349000
2020-04-20,1271.000000,1293.310059,1209.709961,1279.310059,1279.310059,9146700
2020-04-27,1296.000000,1359.989990,1232.199951,1320.609985,1320.609985,13086900
2020-05-04,1308.229980,1398.760010,1299.000000,1388.369995,1388.369995,7155400
2020-05-11,1378.280029,1416.530029,1323.910034,1373.189941,1373.189941,7926100
2020-05-18,1361.750000,1415.489990,1354.250000,1410.420044,1410.420044,7452800
2020-05-25,1437.270020,1441.000000,1391.290039,1428.920044,1428.920044,7259500
2020-06-01,1418.390015,1446.552002,1404.729980,1438.390015,1438.390015,6970600
2020-06-08,1422.339966,1474.259033,1386.020020,1413.180054,1413.180054,8276300
2020-06-15,1390.800049,1460.000000,1387.920044,1431.719971,1431.719971,9502500
2020-06-22,1429.000000,1475.941040,1351.989990,1359.900024,1359.900024,10226400
2020-06-29,1358.180054,1482.949951,1347.010010,1464.699951,1464.699951,7486900
2020-07-06,1480.060059,1543.829956,1472.859985,1541.739990,1541.739990,7551500
2020-07-13,1550.000000,1577.131958,1483.500000,1515.550049,1515.550049,8018100
2020-07-20,1515.260010,1586.989990,1488.400024,1511.869995,1511.869995,6877100
2020-07-27,1515.599976,1540.969971,1454.030029,1482.959961,1482.959961,9166000
2020-08-03,1486.640015,1516.844971,1458.650024,1494.489990,1494.489990,9786400
2020-08-10,1487.180054,1537.250000,1473.079956,1507.729980,1507.729980,6990700
2020-08-17,1514.670044,1597.719971,1507.969971,1580.420044,1580.420044,8219400
2020-08-24,1593.979980,1659.219971,1580.569946,1644.410034,1644.410034,11011000
2020-08-31,1647.890015,1733.180054,1547.613037,1591.040039,1591.040039,11876300
2020-09-07,1533.510010,1584.081055,1497.359985,1520.719971,1520.719971,7601300
2020-09-14,1539.005005,1564.000000,1437.130005,1459.989990,1459.989990,9323100
2020-09-21,1440.060059,1469.520020,1406.550049,1444.959961,1444.959961,8902600
2020-09-28,1474.209961,1499.040039,1449.301025,1458.420044,1458.420044,7751300
2020-10-05,1466.209961,1516.520020,1436.000000,1515.219971,1515.219971,6728000
2020-10-12,1543.000000,1593.859985,1532.569946,1573.010010,1573.010010,8987600
2020-10-19,1580.459961,1642.359985,1525.670044,1641.000000,1641.000000,9226500
2020-10-26,1625.010010,1687.000000,1514.619995,1621.010010,1621.010010,11248500
2020-11-02,1628.160034,1793.640015,1616.030029,1761.750000,1761.750000,11494700
2020-11-09,1790.900024,1818.060059,1717.300049,1777.020020,1777.020020,8915800
2020-11-16,1771.699951,1799.069946,1737.005005,1742.189941,1742.189941,7130800
2020-11-23,1749.599976,1804.000000,1717.719971,1793.189941,1793.189941,5670300
2020-11-30,1781.183960,1847.199951,1755.000000,1827.989990,1827.989990,7390300
2020-12-07,1819.000000,1834.270020,1740.319946,1781.770020,1781.770020,6508300
2020-12-14,1775.000000,1797.390015,1720.219971,1731.010010,1731.010010,10237100
2020-12-21,1713.510010,1747.989990,1699.000000,1738.849976,1738.849976,4145700
2020-12-28,1751.635010,1792.439941,1725.599976,1739.520020,1739.520020,3998500
